Wall time,Step,Value
1510101076.357399,21,0.48750001192092896
1510101079.058909,24,0.625
1510101108.057932,56,0.5
1510101110.770376,59,0.6125000715255737
1510101131.673901,82,0.5625
1510101132.580648,83,0.7000000476837158
1510101189.401343,142,0.48750004172325134
1510101215.204356,170,0.7000000476837158
1510101218.879377,174,0.637499988079071
1510101259.506244,215,0.6375000476837158
1510101304.649331,264,0.6500000357627869
1510101401.381616,366,0.6875
1510101437.263301,402,0.6750000715255737
1510101542.327259,513,0.625
1510101576.3843,550,0.612500011920929
1510101588.409239,563,0.675000011920929
1510101611.380911,588,0.675000011920929
1510101650.993001,628,0.6375000476837158
1510101680.595473,660,0.7124999761581421
1510101683.350478,663,0.7500000596046448
1510101687.961083,668,0.7124999761581421
1510101761.153048,745,0.612500011920929
1510101852.273977,841,0.7000000476837158
1510101859.65105,849,0.6625000238418579
1510101884.592474,876,0.7374999523162842
1510101891.030237,883,0.612500011920929
1510101912.919138,904,0.7000000476837158
1510101936.875611,930,0.7000000476837158
1510102011.502443,1008,0.7125000357627869
1510102041.908455,1041,0.7125000357627869
1510102087.233661,1090,0.7250000238418579
1510102202.561918,1210,0.699999988079071
1510102207.154261,1215,0.6875
1510102236.726641,1247,0.800000011920929
1510102266.34961,1279,0.75
1510102294.424264,1307,0.75
1510102358.264696,1376,0.7749999761581421
1510102398.684147,1417,0.75
1510102403.284942,1422,0.7250000238418579
1510102589.697307,1619,0.7375000715255737
1510102610.070492,1641,0.7750000357627869
1510102624.850387,1657,0.7625000476837158
1510102667.407803,1700,0.7124999761581421
1510102685.887678,1720,0.7125000357627869
1510102706.255898,1742,0.7125000357627869
1510102743.196925,1782,0.7124999761581421
1510102745.982508,1785,0.8374999761581421
1510102772.159321,1811,0.737500011920929
1510102774.928021,1814,0.8125000596046448
1510102823.048254,1866,0.7000000476837158
1510102832.299307,1876,0.7250000238418579
1510102842.489614,1887,0.7125000357627869
1510102891.499866,1937,0.6875000596046448
1510102974.981623,2025,0.637499988079071
1510103057.238769,2111,0.675000011920929
1510103225.80824,2291,0.6875
1510103247.504812,2312,0.6499999761581421
1510103327.843062,2399,0.6875
1510103392.900928,2467,0.7250000238418579
1510103432.16806,2507,0.7125000357627869
1510103448.739782,2525,0.8125
1510103467.264497,2545,0.7750000953674316
1510103507.885976,2589,0.675000011920929
1510103512.50007,2594,0.7250000238418579
1510103536.751213,2618,0.7749999761581421
1510103566.22961,2650,0.7374999523162842
1510103650.352432,2739,0.7250000238418579
1510103744.017288,2838,0.7250000238418579
1510103768.878943,2865,0.800000011920929
1510103779.047371,2876,0.762499988079071
1510103823.089988,2921,0.675000011920929
1510103928.050057,3032,0.762499988079071
1510104060.072623,3172,0.7125000357627869
1510104156.490291,3274,0.8125
1510104186.390376,3304,0.7625000476837158
1510104199.266836,3318,0.6750000715255737
1510104200.186619,3319,0.8250000476837158
1510104211.266285,3331,0.75
1510104241.635153,3364,0.7375000715255737
1510104484.277138,3619,0.7875000238418579
1510104600.960634,3743,0.75
1510104601.888394,3744,0.7625000476837158
1510104609.260572,3752,0.75
1510104624.131731,3768,0.762499988079071
1510104699.254819,3847,0.6875
1510104713.152959,3862,0.75
1510104717.746688,3867,0.7124999761581421
1510104815.726868,3970,0.6625000238418579
1510104842.524842,3999,0.7625000476837158
1510104864.009614,4020,0.699999988079071
1510104949.454663,4110,0.7250000238418579
1510105039.360649,4205,0.7875000834465027
1510105076.284628,4245,0.7375000715255737
1510105104.02841,4275,0.737500011920929
1510105252.021627,4430,0.8625000715255737
1510105266.777911,4446,0.7875000238418579
1510105288.059256,4469,0.7250000238418579
1510105339.540383,4522,0.6749999523162842
1510105382.029186,4568,0.7125000357627869
1510105450.795704,4640,0.7375000715255737
1510105513.439291,4705,0.75
1510105542.140011,4736,0.7750000357627869
1510105671.277552,4873,0.7625000476837158
1510105681.378563,4884,0.7250000238418579
1510105737.180478,4942,0.762499988079071
1510105805.867603,5014,0.7999999523162842
1510105842.061265,5053,0.75
1510105843.915296,5055,0.737500011920929
1510105883.553219,5098,0.75
1510105898.597383,5112,0.8125
1510105905.047889,5119,0.8250000476837158
1510105930.113099,5146,0.7500000596046448
1510105933.822361,5150,0.7375000715255737
1510105945.795009,5163,0.7874999642372131
1510106119.715934,5346,0.7750000357627869
1510106158.683008,5388,0.7375000715255737
1510106222.759911,5455,0.7875000238418579
1510106268.239622,5502,0.762499988079071
1510106287.651282,5523,0.8000000715255737
1510106309.97093,5547,0.8374999761581421
1510106355.080807,5596,0.6875
1510106440.434567,5686,0.8500000238418579
1510106523.063182,5773,0.6875
1510106529.549036,5780,0.7375000715255737
1510106679.033246,5937,0.7250000238418579
1510106821.800947,6089,0.8250000476837158
1510106827.32714,6095,0.7875000238418579
1510106846.106831,6113,0.7500000596046448
1510106853.54053,6121,0.8125
1510106933.794133,6205,0.675000011920929
1510106937.519355,6209,0.8000000715255737
1510107046.109341,6324,0.75
1510107053.531607,6332,0.7500000596046448
1510107054.459531,6333,0.8125000596046448
1510107069.2168,6349,0.8374999761581421
1510107238.320436,6527,0.75
1510107566.912766,6875,0.8375000357627869
1510107655.786324,6969,0.7875000238418579
1510107694.771181,7009,0.7374999523162842
1510107696.629217,7011,0.6875000596046448
1510107706.807932,7022,0.7374999523162842
1510107749.419149,7068,0.8000000715255737
1510107783.813598,7103,0.7749999761581421
1510107857.794623,7183,0.7750000953674316
1510107868.028738,7194,0.75
1510107898.845162,7225,0.7250000238418579
1510107902.530996,7229,0.6625000238418579
1510107905.325531,7232,0.8000000715255737
1510108004.777728,7337,0.7875000238418579
1510108015.839411,7349,0.7625000476837158
1510108038.040395,7373,0.7875000238418579
1510108229.51717,7575,0.7874999642372131
1510108246.244228,7593,0.75
1510108302.042243,7651,0.75
1510108315.02739,7665,0.75
1510108367.387299,7719,0.8125000596046448
1510108462.928534,7820,0.7625000476837158
1510108483.181667,7842,0.824999988079071
1510108562.899409,7926,0.7124999761581421
1510108569.38519,7933,0.800000011920929
1510108573.955661,7938,0.800000011920929
1510108790.472106,8167,0.8500000834465027
1510108795.128769,8172,0.800000011920929
1510108839.974241,8218,0.762499988079071
1510108896.424921,8279,0.8000000715255737
1510108965.010671,8351,0.8125
1510108971.53402,8358,0.7750000357627869
1510109001.108047,8390,0.7875000238418579
1510109007.578483,8397,0.7875000238418579
1510109016.171706,8404,0.737500011920929
1510109065.107607,8457,0.8125000596046448
1510109090.896842,8485,0.800000011920929
1510109180.670081,8580,0.7375000715255737
1510109182.506928,8582,0.7875000238418579
1510109217.942413,8618,0.8125000596046448
1510109226.307802,8627,0.8500000238418579
1510109338.267818,8746,0.800000011920929
1510109421.69055,8834,0.862500011920929
1510109494.058533,8910,0.800000011920929
1510109521.804303,8940,0.7625000476837158
1510109698.666236,9127,0.8125000596046448
1510109733.838235,9165,0.8125
1510109800.680678,9235,0.8000000715255737
1510109940.672945,9384,0.7124999761581421
1510109944.363314,9388,0.699999988079071
1510110073.451161,9523,0.7250000238418579
1510110091.09754,9542,0.7625000476837158
1510110177.387724,9633,0.7125000357627869
1510110190.247355,9647,0.6624999642372131
1510110274.760021,9736,0.7750000953674316
1510110296.968781,9760,0.7875000238418579
1510110320.019006,9785,0.8125
1510110362.832794,9829,0.9000000357627869
1510110368.37962,9835,0.824999988079071
1510110371.202685,9838,0.7500000596046448
1510110478.110482,9951,0.7750000357627869
1510110571.924638,10050,0.8875000476837158
1510110592.280128,10072,0.8375000953674316
1510110632.317294,10113,0.875
1510110670.292186,10154,0.8250000476837158
1510110693.424076,10179,0.8125
1510110728.1854,10214,0.7250000238418579
1510110752.174754,10240,0.824999988079071
1510110810.780186,10301,0.8375000357627869
1510110834.836752,10327,0.6750000715255737
1510110846.931239,10340,0.8375000357627869
1510110880.207671,10376,0.8250000476837158
1510110883.001767,10379,0.8375000357627869
1510111042.038054,10546,0.8374999761581421
1510111056.873616,10562,0.8250000476837158
1510111072.648494,10579,0.8125
1510111085.614258,10593,0.8000000715255737
1510111169.956958,10682,0.7875000238418579
1510111215.540463,10729,0.8500000238418579
1510111289.810377,10807,0.8500000238418579
1510111320.226061,10840,0.7750000357627869
1510111332.192823,10853,0.8125000596046448
1510111366.380868,10890,0.8375000357627869
1510111378.396596,10900,0.7750000953674316
1510111408.7576,10933,0.675000011920929
1510111409.687845,10934,0.75
1510111440.258229,10967,0.8250000476837158
1510111455.024527,10983,0.7625000476837158
1510111474.769716,11002,0.8875000476837158
1510111490.426123,11019,0.824999988079071
1510111515.454808,11046,0.862500011920929
1510111538.532222,11071,0.7750000357627869
1510111606.375166,11142,0.7875000238418579
1510111646.318906,11185,0.8000000715255737
1510111647.235497,11186,0.8125
1510111650.007954,11189,0.8374999761581421
1510111677.5353,11216,0.800000011920929
1510111699.763349,11240,0.7875000834465027
1510111709.080423,11250,0.8500000238418579
1510111796.277062,11342,0.737500011920929
1510111872.519844,11422,0.7875000238418579
1510111936.531302,11491,0.8499999642372131
1510111950.671861,11504,0.75
1510112035.949981,11596,0.7750000357627869
1510112037.805028,11598,0.8125000596046448
1510112042.675236,11601,0.8750000596046448
1510112062.11796,11622,0.7750000357627869
1510112120.238598,11685,0.75
1510112155.734058,11721,0.8750000596046448
1510112360.925439,11938,0.8250000476837158
1510112425.952391,12006,0.762499988079071
1510112505.84888,12092,0.8374999761581421
1510112516.353666,12101,0.7750000357627869
1510112593.185119,12184,0.7749999761581421
1510112669.421545,12264,0.8125000596046448
1510112686.141589,12282,0.8374999761581421
1510112687.060497,12283,0.7875000238418579
1510112709.655812,12305,0.8375000953674316
1510112808.789631,12410,0.7250000238418579
1510112875.363233,12482,0.762499988079071
1510112891.135288,12499,0.8000000715255737
1510112905.382791,12512,0.8375000357627869
1510112935.01213,12544,0.800000011920929
1510112984.126328,12597,0.824999988079071
1510112999.248697,12611,0.8375000357627869
1510113009.44903,12622,0.8500000238418579
1510113010.370091,12623,0.7375000715255737
1510113060.317899,12677,0.75
1510113076.068164,12694,0.8500000238418579
1510113076.988909,12695,0.8750000596046448
1510113157.759122,12780,0.7749999761581421
1510113167.870815,12791,0.8125
1510113192.837639,12815,0.8375000357627869
1510113215.991617,12840,0.7875000238418579
1510113222.42125,12847,0.8000000715255737
1510113227.037262,12852,0.8500000238418579
1510113265.914719,12894,0.8125000596046448
1510113276.516557,12903,0.7750000357627869
1510113284.921889,12912,0.75
1510113363.481231,12997,0.7750000357627869
1510113467.017137,13104,0.7750000357627869
1510113470.715778,13108,0.7625000476837158
1510113475.33961,13113,0.8375000357627869
1510113507.648098,13148,0.8625000715255737
1510113511.319924,13152,0.7749999761581421
1510113535.381016,13178,0.7875000238418579
1510113657.92,13306,0.7999999523162842
1510113659.755975,13308,0.7875000238418579
1510113668.990267,13318,0.8500000238418579
1510113697.631081,13349,0.887499988079071
1510113741.135432,13396,0.8875000476837158
1510113810.911422,13469,0.8750000596046448
1510113844.4846,13503,0.7625000476837158
1510113930.457401,13596,0.7875000238418579
1510113990.829796,13659,0.7750000357627869
1510114009.344994,13679,0.875
1510114016.791249,13687,0.887499988079071
1510114058.889911,13730,0.8625000715255737
1510114062.62553,13734,0.8374999761581421
1510114083.997444,13757,0.8499999642372131
1510114086.788553,13760,0.862500011920929
1510114109.068301,13784,0.737500011920929
1510114111.825491,13787,0.7625000476837158
1510114231.705121,13912,0.8375000357627869
1510114324.429182,14010,0.9000000357627869
1510114456.933759,14151,0.8750000596046448
1510114559.91543,14260,0.8250000476837158
1510114573.742329,14275,0.8125000596046448
1510114625.005701,14328,0.800000011920929
1510114628.687185,14332,0.8625000715255737
1510114680.49493,14388,0.8125
1510114740.307988,14450,0.7750000953674316
1510114775.516268,14488,0.8125
1510114781.934411,14495,0.8500000834465027
1510114793.320048,14505,0.8875000476837158
1510114831.0614,14546,0.75
1510114852.266117,14569,0.875
1510114855.971302,14573,0.8000000715255737
1510114915.407554,14635,0.75
1510114952.366402,14675,0.75
1510114968.073828,14692,0.8500000238418579
1510114974.565491,14699,0.7625000476837158
1510114996.134779,14720,0.8125
1510115042.257425,14770,0.8500000238418579
1510115053.398571,14782,0.75
1510115099.498385,14829,0.9000000357627869
1510115194.139844,14929,0.8125
1510115197.843051,14933,0.875
1510115288.898055,15029,0.75
1510115291.681191,15032,0.8125
1510115360.514718,15104,0.8375000357627869
1510115372.538146,15117,0.8375000357627869
1510115414.187751,15162,0.8375000357627869
1510115420.616396,15169,0.8250000476837158
1510115423.377599,15172,0.800000011920929
